X,Y,COMPANY_NAME,BUSINESS_FULL_ADDRESS,CITY,PROVINCE,POSTAL_CODE,PHONE,WEBURL,PRODUCT_DESC
-79.73233607,43.68360276,APM ENTRY DOOR SYSTEMS,16-144 KENNEDY RD S,BRAMPTON,ON,L6W 3G4,905-453-5400,www.apmdoors.ca,ENTRY DOOR MANUFACTURERS
-79.73695161,43.69162833,STRYKE TARGET RANGE,5-240 CLARENCE ST,BRAMPTON,ON,L6W 1T4,905-999-5765,www.stryke.ca,AXE THROWING
-79.72243961,43.71668595,8-Aug,25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-791-7874,www.august8.ca,SUSHI AND COOKED JAPANESE/PAN-ASIAN DISHES
-79.75638082,43.77185976,THE MIRAGE INDIAN CUISINE,130 FATHER TOBIN RD,BRAMPTON,ON,L6R 3P1,905-793-7707,,INDIAN CUISINE
-79.7784582,43.77165913,LIQUOR CONTROL BOARD OF ONTARIO (LCBO),11785 BRAMALEA RD,BRAMPTON,ON,L6R 3S9,905-458-6327,www.lcbo.com,"BEER, WINE AND LIQUOR STORES"
-79.7719411,43.69632857,ONCE UPON A CHILD,122-370 MAIN ST N,BRAMPTON,ON,L6V 4A4,905-453-8733,www.onceuponachildbrampton.com,USED CHILDREN CLOTHING STORE
-79.67844569,43.71090552,AS-ONE P.E.T CONTAINERS,11-22 MELANIE DR,BRAMPTON,ON,L6T 4K9,905.790.0077,www.as-onepet.com,PLATIC BOTTLE MANUFACTURING
-79.76293318,43.75679247,CANADA PIZZA CORNER,10 DEWSIDE DR,BRAMPTON,ON,L6R 3Y3,905-799-8282,www.canadapizzacorner.com,PIZZA
-79.73150823,43.66416488,WORLDWIDE IMMIGRATION CONSULTANCY SERVICES,501-7900 HURONTARIO ST,BRAMPTON,ON,L6Y OC7,905-564-7797,www.wwicsgroup.com,IMMIGRATION CONSULTANT
-79.81548093,43.7256942,ROYCREST DENTAL CENTRE,230 WANLESS DR,BRAMPTON,ON,L7A 0X1,905-846-4334,,DENTAL CENTRE
-79.66199227,43.76388484,FLORIA GRAPHIC,4 ABACUS RD,BRAMPTON,ON,L6T 5B7,4163565354,,DIGITAL PRINTING
-79.77995636,43.68213335,DARCYS SALON & SPA,6 FLOWERTOWN AVE,BRAMPTON,ON,L6X 2J9,905-492-0093,,BEAUTY SALON
-79.82266657,43.67573809,HIGHLIGHT ESSENCE,2-11 SIDFORD RD,BRAMPTON,ON,L7A 0P8,905-230-4938,http://www.hilightessence.com/,BEAUTY SALON
-79.649959,43.73700252,CANADIAN DIAMOND TECHNOLOGIES LTD.,37-19 KENVIEW BLVD,BRAMPTON,ON,L6T 5G6,905-494-0707,www.diamondtechblades.ca,DIAMOND CUTTING BLADES
-79.78155649,43.66490371,NAILS 4 YOU,3-8990 CHINGUACOUSY RD,BRAMPTON,ON,L6Y 0J2,905-460-6000,http://www.nailsforyou.ca/index.html,NAIL SALON
-79.68789554,43.73919476,RAM COMPONENTS LTD.,1-70 DELTA PARK BLVD,BRAMPTON,ON,L6T 5E9,416-318-1324,,METALWORK AND MACHINERY MANUFACTURING
-79.71699611,43.68422572,G1 AUTO GARAGE,3-2 BRAM CRT,BRAMPTON,ON,L6W 3R6,905-452-0321,,AUTOMOTIVE REPAIR
-79.72227716,43.71574887,DR. LEONARD MANN OPTOMETRY,387-25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-458-8819,,OPTOMETRY
-79.75996652,43.68799169,OLDE TOWN AUTO REPAIR AND SERVICES,21 UNION ST,BRAMPTON,ON,L6V 1R3,905-451-3219,,AUTOMOTIVE REPAIRS
-79.72961069,43.7568101,AIRPORT BOVAIRD FAMILY DENTISTRY,50 SUNNYVALE GATE,BRAMPTON,ON,L6S 0C4,905-789-8400,,DENTIST
-79.72240591,43.71578764,DR. SARA SAMII & ASSOCIATES OPTOMETRISTS,25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-497-6744,http://www.bccoptometry.com/,OPTOMETRY
-79.69906322,43.69279403,iFAB,160 WILKINSON RD,BRAMPTON,ON,L6T 4Z4,905-216-3899,www.ifab.ca,METAL FABRICATION
-79.69147358,43.7393191,MORGAN CORP,12 CHELSEA LANE,BRAMPTON,ON,L6T 3Y4,905-791-8100 ex. 3231,www.morgancorp.com,TRUCKING AND SHIPPING
-79.77910672,43.70111276,POPEYES CHICKEN,110 BRICKYARD WAY,BRAMPTON,ON,L6V 1P9,905-453-2606,,FAST FOOD RESTAURANT
-79.81291065,43.6842853,OSMOWS,3-25 BRISDALE DR,BRAMPTON,ON,L7A 2Y7,905-301-4448,www.mrosmow.com,MEDITERRANEAN RESTAURANT
-79.78708775,43.7243299,INDIA BAZAAR FRESH PIK'S,10405 KENNEDY RD,BRAMPTON,ON,L6Z 4N7,905-840-1116,http://www.indiabazaar.ca/,GROCERIES
-79.76713096,43.6915297,ASSANTE FINANCIAL MANAGEMENT LTD.,268 MAIN ST N,BRAMPTON,ON,L6V 1P5,905-463-1721,www.assanteservices.com,"FINANCIAL ADVISORS, PLANNING, INVESTMENTS AND MUTUAL FUNDS"
-79.7065577,43.75638531,TOUCHE BAKERY INC,4-2110 WILLIAMS PKY,BRAMPTON,ON,L6S 5X6,416-809-3842,www.touchebakery.com,"NUT-FREE , KOSHER (DAIRY) AND HACCP CERTIFIED MANUFACTURING AND BAKING FACILITY"
-79.67477611,43.74793542,A-ONE'S SAMOSAS & SNACKS,F-398 DEERHURST DR,BRAMPTON,ON,L6T 5H9,905-793-9121,,INDIAN CUISINE AND CATERING
-79.7694967,43.63206736,JOANNE NAILS AND SPA,7-7985 FINANCIAL DR,BRAMPTON,ON,L6Y 0J8,905-457-5674,,BEAUTY SALON & SPA
-79.73387605,43.77321484,CASTLEMORE SALON & LASER SPA,6-65 BRAYDON BLVD,BRAMPTON,ON,L6P 2S4,905-794-5433,,BEAUTY SALON & SPA
-79.81448426,43.65998589,ANYTIME FITNESS,315 ROYAL WEST DR,BRAMPTON,ON,L6X 0B3,905-796-6868,www.anytimefitness.com,FITNESS CENTRE
-79.75522347,43.73818682,Kailey Software Ltd.,113 SECLUSION CRES,BRAMPTON,ON,L6R1K8,647.922.9765 ,https://www.kailey.ca/,SOFTWARE DEVELOPMENT AND TESTING SERVICES
-79.7280174,43.71391459,CIBC,16 LISA ST,BRAMPTON,ON,L6T 5R2,905-451-1687,https://www.cibc.com/en/personal-banking.html,BANKING AND FINANCIAL SERVICES
-79.72800361,43.74935818,"KHALSA COLLEGE OF BUSINESS, TECHNOLOGY AND HEALTHCARE",9886 TORBRAM RD,BRAMPTON,ON,L6S 3L9,905.956.3700,,COLLEGE
-79.78602224,43.70738884,NUMI,11-10025 HURONTARIO ST,BRAMPTON,ON,L6Z 0E8,905-451-5445,mynumi.ca,SPA BAR
-79.70779871,43.73417386,E & E UNIQUE FASHION DESIGN,3-2200 QUEEN ST E,BRAMPTON,ON,L6S 4G9,905-799-7070,,WOMEN'S CLOTHING
-79.81163793,43.68400437,CASH 4 GOLD,108-5 BRISDALE DR,BRAMPTON,ON,L7A 0S9,416-315-1535,,MONEY SERVICE
-79.73824966,43.66688766,SUNRISE RECORDS,25-499 MAIN ST S,BRAMPTON,ON,L6Y-1N7,905-453-5222,SUNRISERECORDS.COM,"MUSIC & MOVIE ENTERTAINMENT, NOVELTY ITEMS, APPEARAL"
-79.71717625,43.72056124,KINGS CROSS SUPER MARKET,25 KINGS CROSS RD,BRAMPTON,ON,L6T 3V5,905-790-3486,,SUPERMARKET
-79.7028399,43.7623026,ELITE SWEETS,9 EDVAC DR,BRAMPTON,ON,L6S 5X8,905-790-9428,www.elitesweets.ca,CAKE WHOLESALER
-79.70216824,43.76205595,A. CROKETT CORPORATION,10-5 EDVAC DR,BRAMPTON,ON,L65 5P3,905-874-6723,WWW.T4TDRESTORATION.CA,RESTORATION AND REMEDIATION SERVICES
-79.72230942,43.71578552,RELAXATION STATION,25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,416-887-4996,,BEAUTY SALON AND SPA
-79.70442166,43.75995617,STARZZ DESIGN AND DECOR,49-2500 WILLIAMS PKY,BRAMPTON,ON,L6S 5M9,9,http://starzzdesignanddecor.com/,DESIGN AND DECOR
-79.80449685,43.68192505,VELVET SALON LASER CENTRE,5-80 PERTOSA DR,BRAMPTON,ON,L6X 5E9,905-451-5004,www.vslaser.com,
-79.72398286,43.71533332,QUICK FIX,310-25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-216-0081,www.quickfixcanada.com,JEWELLERY AND GADGET REPAIR
-79.72232015,43.71577001,INTERNATIONAL CLOTHIERS,25 PEEL CENTRE  DR,BRAMPTON,ON,L6T 3R5,905-790-2700,www.internationalclothiers.com/,SELLS CLOTHING FOR ALL AGES AND BOTH GENDERS
-79.72235234,43.71570797,HEARING SOLUTIONS,344-25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,888-758-0657,www.hearingsolutions.ca/#3,HEARING AIDS
-79.72241671,43.7157545,THE ONE,25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-497-8886,,WOMENS CLOTHING STORE
-79.73389475,43.77317724,I OPTICAL,65  BRAYDON BLVD,BRAMPTON,ON,L6P 2S4,905-794-2011,,OPTOMETRY
-79.69794167,43.69373825,MATRIX MEDIX INC. ,19-14 STRATHEARN AVE,BRAMPTON,ON,L6T 4P4,905 595 1220 ,www.matrixmedix.ca,MOBILITY PRODUCTS STORE
-79.72251831,43.71540781,PREMIER SALONS INC,206-25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-470-7850,,BEAUTY SERVICE AND SUPPLIES
-79.76159681,43.64254608,POLONIA AVENUE PHARMACY,109-20 POLONIA AVE,BRAMPTON,ON,L6Y 0K9,905-460-0505,www.facebook.com/pages/Polonia-Ave-Pharmacy/840982905927949,PHARMACY
-79.65779066,43.7660054,FITNESS PLUS CANADA,8730 THE GORE RD,BRAMPTON,ON,L6P 0B1,289-632-3080,,WOMEN'S WELLNESS AND FITNESS CENTRE
-79.71094969,43.74240503,ITALIA ALIMENTARI CANADA,25 PRECIDIO CRT,BRAMPTON,ON,L6S 6B7,905-793-4443,,WAREHOUSING AND TRANSPORT
-79.81368247,43.66004015,B WILLIAM PHARMACY,H-305 ROYAL WEST DR,BRAMPTON,ON,L6X 5K8,905-459-8700,,PHARMACY
-79.66156307,43.78452965,ANYTIME FITNESS,19-3960 COTTRELLE BLVD,BRAMPTON,ON,L6P 2R1,905-913-1110,www.anytimefitness.com,FITNESS FACILITY
-79.78070078,43.66535477,SUBWAY,2-8970 CHINGUACOUSY RD,BRAMPTON,ON,L6Y 5X6,905-454-9495,www.subway.ca,SUBMARINE SANDWICH SHOP
-79.78225874,43.72435102,SPECIAL-DELIVERY,39 COCHRANE AVE,BRAMPTON,ON,L6Z-4k8,647-464-7368,www.special-delivery.ca,STORK RENTAL AND LAWN GREETINGS
-79.72744713,43.65889704,HOMELIFE UNITED REALTY INC,403B-7700 HURONTARIO ST,BRAMPTON,ON,L6Y 4M3,905-459-4663,www.homelifeunitedrealty.com,HOME REALTY
-79.74566017,43.67708599,MAIN ST MUSALLAH,1-188 MAIN ST S,BRAMPTON,ON,L6W 2E2,416-786 -7717,http://www.torontoislam.com/Mosques/Al-Fajr-Islamic-Center-Brampton.asp,NGO - MOSQUE
-79.72316979,43.77347038,SARAN BENET,69 CROCKER DR,BRAMPTON,ON,L6P1Z7,"647	8581800",,PARALEGAL SERVICE
-79.72686965,43.81758837,PLASP - ST. PATRICK C.S. ,11948 THE GORE RD,BRAMPTON,ON,L6P 0A2,905-890-1171,www.plasp.com,PLASP CHILD CARE SERVICES
-79.77091307,43.76372089,MACS CONVENIENCE,10980 BRAMALEA RD,BRAMPTON,ON,L6R 0C1,905-793-7838,www.mymacs.ca/c/category/gas/macs,VARIETY AND CONVENIENCE STORE
-79.7614786,43.68686182,MAIN STREET REALTY LTD,101 MAIN ST N,BRAMPTON,ON,L6X 1M8,905-853-5550,,"BROKERAGE, REAL ESTATE, REALTY"
-79.76948801,43.70523856,WHITE MOOSE PROMOTIONAL PRODUCTS,95 ASHFORD CRT,BRAMPTON,ON,L6V 3E2,647-779-8362,www.whitemoosepromotional.com,PROMOTIONAL PRODUCTS
-79.74356533,43.7003018,CASH 4 YOU,21-263 QUEEN ST E,BRAMPTON,ON,L6W 4K6,905-456-7890,www.cash4you.com,"LOANS, CHEQUE CASHING"
-79.74266261,43.75182386,SUBWAY,118-35 SUNNY MEADOW BLVD,BRAMPTON,ON,L6R 3J5,905-799-2255,http://www.subway.com/en-ca/findastore,SUBMARINE SADWICH SHOP
-79.79475524,43.70519958,THE FASHION DISTRIBUTORS,2-100 IRONSIDE DR,BRAMPTON,ON,L6P 0A1,905-455-1500,http://www.remco.ca/en/,FASHION DISTRIBUTORS
-79.69999882,43.73528224,ECOLIGHT LED LIGHTING SOLUTIONS,253 SUMMERLEA RD,BRAMPTON,ON,L6T 5A8,416-799-5258,www.ecolightledsolutions.com,LED LIGHT MANUFACTURING
-79.74347011,43.74695231,TIM HORTONS,2100 BOVAIRD DR E,BRAMPTON,ON,L6T 3S1,905-494-6759,,COFFFEE SHOP
-79.68592612,43.71020458,TOTAL PLASTIC SOLUTIONS INC.,13-2074 STEELES AVE E,BRAMPTON,ON,L6T 4Z9,905-487-0732,totalplasticsolutionsinc.com,SALES/ DISTRIBUTION RESIN
-79.75400391,43.64524392,SABAI NAILS SALON AND SPA,12-80 CLEMENTINE DR,BRAMPTON,ON,L6Y-0L8,905-459-8880,,SALON AND SPA
-79.80569651,43.70087128,LORMEL PHARMACY,8-10 LORMEL GATE,BRAMPTON,ON,L7A 2K7,905-846-6800,,PHARMACY
-79.78640717,43.7332649,NGALA ACCOUNTING AND DELIVERY SERVICES,44 RUSHMORE CRES,BRAMPTON,ON,L6Z 1R2,905-598-5890,,DISTRIBUTION AND ACCOUNTING SERVICES
-79.76037095,43.68517582,M MICHAEL'S PHOTOGRAPHY,37 QUEEN ST W,BRAMPTON,ON,L6Y 1L9,905-457-3660,www.mmichaelsphotography.com,WEDDING & PORTRAIT PHOTOGRAPHY
-79.7611301,43.68696716,BRAMPTON DOWNTOWN BUSINESS DEVELOPMENT CORPORATION,78 MAIN ST N,BRAMPTON,ON,L6V 1N7,905-874-2935,,BUSINESS DEVELOPMENT
-79.79619489,43.72982894,DR. A. MUSTAFA,100-1D CONESTOGA DR,BRAMPTON,ON,L6Z 4N5,905-846-6716,,DENTAL SERVICE/ ORAL SURGERY
-79.75001435,43.6947269,DEBT SOLUTIONS,5-215 QUEEN ST E,BRAMPTON,ON,L6W 0A9,905-497-3355,http://debtsolutionon.com/,FINANCIAL SERVICES
-79.75256177,43.69624269,JUNE AVE ESTATES INC,26 JUNE AVE,BRAMPTON,ON,L6V 1W4,905-460-0900,,APARTMENTS
-79.74717821,43.69717,SUCCEED LEARNING CENTRE,239 QUEEN ST E,BRAMPTON,ON,L6W 2B6,905-453-5383,www.succeedlearningcentre.ca,TUTORING AND SUPPLEMENTAL EDUCATION SERVICES
-79.68829976,43.73151919,ENERGY SOLUTIONS CANADA,180 WALKER DR,BRAMPTON,ON,L6T 4V8,905-450-3507,www.energysolutions.com,RADIOACTIVE MATERIAL SERVICES
-79.73833317,43.68667405,ROGERS,3-105 KENNEDY RD S,BRAMPTON,ON,L6W 3G2,905-456-0743,http://www.rogers.com/web/content/store-locator?store=17521,TELECOMMUNICATIONS CARRIER
-79.82391035,43.73550287,DEEYA CLEANERS,3068 MAYFIELD RD,BRAMPTON,ON,L6Z 0E3,905-495-4111,,DY CLEANERS
-79.65992605,43.77139209,CANADIAN CAREER COLLEGE,25-8897 THE GORE RD,BRAMPTON,ON,L6P 2K9,905-794-0077,http://www.cccitm.com/,PRIVATE COLLEGE
-79.69820565,43.69360741,DISCON,15-14 STRATHEARN AVE,BRAMPTON,ON,L6T 4P4,905-790-9444,,METAL URETHANE INJECTION PACKERS
-79.74568899,43.64244001,FAMILY DAY CARE SERVICES - RAYLAWSON BEFORE & AFTER SCHOOL PROGRAM,725 RAY LAWSON BLVD,BRAMPTON,ON,L6Y 4N3,416-922-8884,www.familydaycare.com,CHILD CARE SERVICES
-79.70211704,43.76207696,T4TD RESTORATION,10-5 EDVAC DR,BRAMPTON,ON,L6S 5P3,905-455-0961,WWW.T4TDRESTORATION.CA,"24 HR EMERGENCY FLOOD/WATER REMOVAL, HOME RENOVATIONS, INSTALLATIONS AND REPAIRS"
-79.7234668,43.71627414,WIRELESS +,607-25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5,905-581-8776 ,,WIRELESS PHONES
-79.78491968,43.70347288,PRIMECITY BRAMPTON MOVERS,10 GILLINGHAM DR,BRAMPTON,ON,L6X 5A5,2892982866,PRIMECITYBRAMPTONMOVERS.COM,MOVING SERVICE
-79.73221126,43.66365463,DR. DOGRA DENTISTRY PROFESSIONAL CORPORATION,17-7910 HURONTARIO ST,BRAMPTON,ON,L6Y 0P6,905-497-3300,,DENTAL OFFICE
-79.726664,43.69080394,EAGLE FREIGHT SYSTEM,31 SELBY RD,BRAMPTON,ON,L6W 1K5,905-455-9100,http://www.efsystem.ca/index.html,TRANSPORTATION
-79.78702754,43.72279849,EAST TO WEST WELLNESS,27 RUTH AVE,BRAMPTON,ON,L6Z 4R2,905-494-1331,http://www.easttowestwellness.com/default.html,MENTAL HEALTH AND SUBSTANCE ABUSE CENTRE
-79.75829952,43.65107229,HASTY MARKET,475 CHAROLAIS BLVD,BRAMPTON,ON,L6Y 0P8,905-455-7103,,CONVENIENCE STORE
-79.80505068,43.68754616,ROSE SPA AND LASER,23-811 BOVAIRD DR W,BRAMPTON,ON,L6X-0T9,905-455-0000,www.rosespa.ca,SPA AND LASER 
-79.71625431,43.75926142,EMBRY HEALTH CARE,103-10 COTTRELLE BLVD,BRAMPTON,ON,L6S 0E2,905-456-2888,,MEDICAL OFFICE
-79.73808797,43.66608793,COCO'S COUTURE,499 MAIN ST S,BRAMPTON,ON,L6Y 1N7,905-267-0376,,WOMEN'S CLOTHING
-79.70734059,43.75980187,ASL GLOBAL LOGISTICS,27 AUTOMATIC RD,BRAMPTON,ON,L6S 5N8,416-243-3010,www.aslgloballogistics.com,TRANSPORTATION AND LOGISITICS
-79.75171727,43.69683079,SUBWAY,41 KENNEDY RD N,BRAMPTON,ON,L6V 1X6,905-457-3366,www.subway.ca,SANDWICHES AND SALADS
-79.75169605,43.69685233,RD'S SOUTHERN BBQ,47 KENNEDY RD N,BRAMPTON,ON,L6V 1X6,289-752-9052,www.rdsbbq.com,FAST FOOD RESTAURANT - SPECIALISES IN BACK RIBS
-79.74628489,43.6995975,SUMMIT LEARNING CENTRES,284 QUEEN ST E,BRAMPTON,ON,L6V 1C2,905-457-7445,,SCHOOLS SPECIAL PURPOSE
-79.74521396,43.69165437,ICS - LEGAL SERVICES P.C.,7-49 KENNEDY RD S,BRAMPTON,ON,L6W 4P4,905-595-0805,www.icsinjury.com,LICENCED PARALEGALS
-79.76119448,43.68832516,THE CLEANING CENTRE,6 NELSON ST E,BRAMPTON,ON,L6V 1C9,905-459-1644,,COIN LAUNDRY
-79.75058657,43.69594917,SONNY'S FAST FOOD,21 KENNEDY RD N,BRAMPTON,ON,L6V 1X5,905-459-8744,http://sonnysdrivein.com/,FAST FOOD RESTAURANT
-79.71854056,43.68249227,ED'S AUTOMOTIVE REPAIRS,7-334 RUTHERFORD RD S,BRAMPTON,ON,L6W 3P5,905.874.8282,,AUTOMOTIVE REPAIR SHOP
-79.68771046,43.7407558,LIBERTE NATURAL FOODS INC.,91 DELTA PARK BLVD,BRAMPTON,ON,L6T 5E7,905-458-8696,www.libertenaturalfoods.com,DISTRIBUTION OF HIGH QUALITY DAIRY AND REFRIGERATED NATURAL HEALTH FOODS
-79.68792998,43.74096138,GGW ELECTRONICS SERVICES,3-91 DELTA PARK BLVD,BRAMPTON,ON,L6T 5E7,905-846-2883,www.ggwelectronics.com,SALES AND SERVICE AND CALIBRATE MEASUREMENT EQUIPMENT
-79.72816172,43.68280772,TURBO MASTERS,2-273 GLIDDEN RD,BRAMPTON,ON,L6W 1H6,905.459.7848,http://www.turbomasters.net/,TRUCK REPAIR SHOP
-79.80285037,43.68290544,DENTAL CORNER,4-9845 CHINGUACOUSY RD,BRAMPTON,ON,L6Y 5X6,905-499-0909,www.mydentalcorner.ca,DENTAL OFFICE
-79.69924628,43.74813657,MAROK LAW OFFICE,60-80 MARITIME ONTARIO BLVD,BRAMPTON,ON,L6S 0E7,905-790-8100,www.maroklaw.ca,LAW OFFICE
-79.73181672,43.66324851,BAJAJ TAX & FINANCIAL SECRETS INC.,25-7916 HURONTARIO ST,BRAMPTON,ON,L6Y 0P6,905-452-0945,http://www.bajajtfs.ca/,TAX AND FIANCIAL SERVICES
-79.76564949,43.68184449,AMAZEUS,7-5 MCMURCHY  AVE N,BRAMPTON,ON,L6X 2R6,905-497-2525,,"HAKKA, CHINESE FOOD, CARIBBEAN FOOD"
-79.82160533,43.67582446,TRICHOS EVOLUTION,54 COMMUTER DR,BRAMPTON,ON,L7A 0R3,905-495-4247,http://www.trichosevolution.com/,HAIR SALON
-79.76199558,43.68611802,THE BRIDGE,24 GEORGE ST N,BRAMPTON,ON,L6X 1R2,905-459-5757,,SOCIAL ADVOCACY GROUP
-79.8121587,43.68371355,ANITA URBAN FASHION,5-15 BRISDALE DR,BRAMPTON,ON,L7A 3G1,905-445-0222,http://anitaurbanfashion.weebly.com/,GENERAL CLOTHING STORE
-79.82708273,43.71274442,HIGH-FIVE ACADEMY FOR LEARNING,4-611 WANLESS DR,BRAMPTON,ON,L7A 3Y6,905-840-4252,www.highfiveacademyforlearning.ca,TUTOR SERVICES
-79.81237222,43.68383613,MERCIE'S BEAUTY SUPPLY AND SUPERMARKET,4-15 BRISDALE DR,BRAMPTON,ON,L7A 0S9,905-846-2897,,AFRICAN FOOD
-79.8216697,43.67580894,DELIGHT NAILS,56 COMMUTER DR,BRAMPTON,ON,L7A 0R3,905-893-9518,,NAIL SALON
-79.82911877,43.70235263,C AND J BEAUTY SUPPLIES AND BARBER LTD.,11-10 EARLSBRIDGE BLVD,BRAMPTON,ON,L7A 3P1,905-495-9191,http://www.cjbarberandbeautysupplies.ca/,BEAUTY SALON
-79.80602811,43.68798343,HOMELIFE MIRACLE REALTY,31-821 BOVAIRD DR W,BRAMPTON,ON,L6X 0T9,905-455-5100,www.homelifemiracle.com,OFFICES OF REAL ESTATE BROKERS
-79.7439851,43.7011143,NATURAL TOUCH REHAB ,312 QUEEN ST E,BRAMPTON,ON,L6V 1C2,905-281-8247,www.naturaltouchrehabilitation.com/,"OFFICE OF PHYSICAL, OCCUPATIONAL, THERAPISTS, AND AUDIOLOGISTS"
-79.68360546,43.72022432,BRAMPTON CREMATORIUM AND VISITATION CENTRE,30 BRAMWIN CRT,BRAMPTON,ON,L6T 5G2,905-458-2222,www.bcvc.info,CREMATORIUM AND VISITATION CENTRE
-79.75023742,43.69565001,KFC,230 QUEEN ST E,BRAMPTON,ON,L6V 1B8,416-244-4444,http://www.kfc.ca/,RESTAURANTS
-79.76599933,43.70250077,PLASP - KINGSWOOD DRIVE PUBLIC SCHOOL,235 KINGSWOOD DR,BRAMPTON,ON,L6V 3B3,905-890-1711,www.plasp.com,DAY CARE
-79.76617438,43.70455554,HAIR WE ARE,34 LINKDALE RD,BRAMPTON,ON,L6V 2Y5,905-450-3587,,HAIR DRESSING SERVICES
-79.76807223,43.70900142,SOLUTION ALTERNATIVES INC.,58 BLACKTHORN LANE,BRAMPTON,ON,L6V 3K8,905-459-9832,www.solutionalternatives.com,HEALTHCARE / STRATEGY AND CONSULTING SERVICES FOR INFORMATION TECHNOLOGY
-79.80307284,43.68288256,GLORIOUS SALON AND SPA,3-9845 CHINGUACOUSY RD,BRAMPTON,ON,L6X 0V1,905-460-1003,www.glorioussalonandspa.com,BEAUTY SALON AND SPA
-79.69263009,43.69169325,BEOGRAD MACHINE AND TOOLS CO. LTD.,9 RAINHAM CRT,BRAMPTON,ON,L6T 5L2,905-793-2557,www.beogradmachine.com,FOOD PROCESSORS AND PACKAGING MACHINES
-79.83154926,43.66647522,AMJ SELF STORAGE,2036 BOVAIRD DR,BRAMPTON,ON,L0P 1K0,905.459.5265,www.amjss.com,SELF STORAGE
-79.76843381,43.69495364,PEEL LASER & VEIN VASCULAR CENTRE,305-36 VODDEN ST E,BRAMPTON,ON,L6V 4H4,905-456-9309,,VEIN VASCULAR CENTRE
-79.81456404,43.6581614,HASTY MARKET,7655 MISSISSAUGA RD,BRAMPTON,ON,100000,123456789,,CONVENIENCE STORE
-79.79953475,43.71359125,ADVANCED HEALTH AND FOOTCARE CLINIC,6-13 FISHERMAN DR,BRAMPTON,ON,L7A 2X9,905-495-2867,,PHYSICIAN'S OFFICE
-79.66030899,43.78210776,MANISH PATEL CGA,134 ZIA DODDA CRES,BRAMPTON,ON,L6P 1T4,647-883-3764,,ACCOUNTING AND TAX SERVICES
-79.76195522,43.7521826,UNEK CLOTHING COMPANY,5 PALMOLIVE ST,BRAMPTON,ON,L6R1P4,"416	7385812",,Manufacturer of Urban street wear for males and females ages 13-34.
-79.78123245,43.6658159,SCOTIABANK,8974 CHINGUACOUSY RD,BRAMPTON,ON,K6Y 5X6,905-455-3856,www.scotiabank.com,PERSONAL AND COMMERCIAL BANKING
-79.76236871,43.68809663,JOHN HOWARD SOCIETY,134 MAIN ST N,BRAMPTON,ON,L6V 1N8,905-459-5151,www.johnhowardphd.ca,NGO DEALING WITH ASSISTING FORMER PRISONERS AND CREATING PRISON REFORM
-79.72752728,43.71294764,GOLDEN STAR RESTAURANT,1-14 LISA ST,BRAMPTON,ON,L6T 4W2,905-456-3551,,CHINESE FOOD
-79.80185647,43.70470123,SOTAWALL INC.,80 VAN KIRK DR,BRAMPTON,ON,L7A 1B1,905-846-3177,WWW.SOTAWALL.COM,"ENGINEERING, DESIGN, MANUFACTURING AND INSTALLATION OF CURTAIN WALL SYSTEMS"
-79.82321609,43.7164347,COCO CABANA CARIBBEAN CUISINE AND BAKERY,423 WANLESS DR,BRAMPTON,ON,L7A 1T1,905-495-3646,WWW.COCOCANADACUISINE.COM,CARIBBEAN CUISINE
-79.69514961,43.7247412,K AND T KITCHEN AND BATH,12-8550 TORBRAM RD,BRAMPTON,ON,L6T 5C8,416.450.8691,,KITCHEN AND BATHROOM RENOVATION
-79.72807579,43.74946024,SKYWATCH PROTECTION SERVICES GROUP,216-9886 TORBRAM RD,BRAMPTON,ON,L6S 3L9,905.799.5865,skywatchprotection.ca,SECURITY SERVICES
-79.74374483,43.69590157,PHOENIX CUSTOM AUTOBODY INC.,79 EASTERN AVE,BRAMPTON,ON,L6W 1X9,905-457-2552,www.phoenixcustom.ca,"AUTOMOTIVE REPAIR & MAINTENANCE, COLLISON REPAIR, CUSTOM PAINT JOB"
-79.74800894,43.6953787,PITA PIT,2 KENNEDY RD S,BRAMPTON,ON,L6W 3E1,905-455-5520,,FAST FOOD RESTAURANT
-79.74742497,43.69501006,"BIG AL'S BRAMPTON, AQUARIUM SERVICES WAREHOUSE",16 KENNEDY RD S,BRAMPTON,ON,L6W 3E1,905-454-1174,http://www.bigalscanada.com/,SPECIALIZED AQUARIUM STORE
-79.74582717,43.68549537,HASTY MARKET,89 CLARENCE ST,BRAMPTON,ON,L6W 1S5,905-874-1667,www.hastymarketcorp.com,CONVENIENCE STORE
-79.71974025,43.74526516,TANDOORI DHABA,1-1650 WILLIAMS PKY,BRAMPTON,ON,L6S 5R7,905.789.9333`,,INDIAN CUISNE
